Unnamed: 0,c2vsim_ds
1991-06-30,2.8057252038770457
1991-07-31,0.7769423950576311
1991-08-31,-1.5044251391427679
1991-09-30,-3.7112580751254427
1991-10-31,-3.7894424968335443
1991-11-30,-3.7665424314418487
1991-12-31,-3.298273222419084
1992-01-31,-2.700969764675392
1992-02-29,-1.2776988517434802
1992-03-31,-0.5102422710524479
1992-04-30,-1.018099710041497
1992-05-31,-2.875761705869081
1992-06-30,-4.541421563369113
1992-07-31,-6.9517752819701855
1992-08-31,-9.455757168917444
1992-09-30,-11.883009041026526
1992-10-31,-11.947227304066473
1992-11-30,-11.972345300959205
1992-12-31,-11.108400963802524
1993-01-31,-8.95553597541766
1993-02-28,-6.949716201882438
1993-03-31,-4.890350840342762
1993-04-30,-3.975006494738409
1993-05-31,-3.927344668863043
1993-06-30,-4.083324669915783
1993-07-31,-4.792076383440872
1993-08-31,-5.594367069154032
1993-09-30,-6.808640986692808
1993-10-31,-6.666712062125043
1993-11-30,-6.044833720682618
1993-12-31,-5.216784339383594
1994-01-31,-4.361281913400489
1994-02-28,-3.2755040914526035
1994-03-31,-3.1250927667488213
1994-04-30,-3.286549329567606
1994-05-31,-5.037681174784666
1994-06-30,-6.711752860845991
1994-07-31,-8.611958033978226
1994-08-31,-10.821016813144524
1994-09-30,-12.958601728262693
1994-10-31,-13.520941160738403
1994-11-30,-13.111462399168886
1994-12-31,-12.504170962080934
1995-01-31,-9.740393685324307
1995-02-28,-8.1957566057863
1995-03-31,-5.093814664223828
1995-04-30,-3.413128041361233
1995-05-31,-2.88491294299547
1995-06-30,-3.055543442837916
1995-07-31,-3.571322120541481
1995-08-31,-4.186019774372653
1995-09-30,-5.042053887842485
1995-10-31,-5.163149722165144
1995-11-30,-4.767077583984246
1995-12-31,-3.6320631122862324
1996-01-31,-2.2593586598641195
1996-02-29,-0.12210004829103127
1996-03-31,1.4736388234814513
1996-04-30,2.4205805931642317
1996-05-31,2.549056533629482
1996-06-30,1.9926231021281637
1996-07-31,1.0862594105510652
1996-08-31,0.016870771331923606
1996-09-30,-1.6484607678676184
1996-10-31,-1.4484071431479606
1996-11-30,-0.7615176490207887
1996-12-31,1.5270670584459367
1997-01-31,4.709240201932516
1997-02-28,6.618855898189395
1997-03-31,7.732222990211085
1997-04-30,8.21159876996353
1997-05-31,7.358516657950531
1997-06-30,6.532849368094503
1997-07-31,5.206681954447959
1997-08-31,3.6592987595486193
1997-09-30,1.8124123052366485
1997-10-31,1.783252977605116
1997-11-30,2.544212368542503
1997-12-31,3.3382390345032036
1998-01-31,5.264972145324464
1998-02-28,8.372445913843876
1998-03-31,10.779600165931697
1998-04-30,12.167432379593265
1998-05-31,12.84136817590479
1998-06-30,12.194968044253983
1998-07-31,11.25528411427058
1998-08-31,10.269027752778129
1998-09-30,9.027025586151467
1998-10-31,9.130632195578983
1998-11-30,9.824579192560122
1998-12-31,10.722151324257538
1999-01-31,11.906564314937896
1999-02-28,13.446678527449876
1999-03-31,14.092897377057852
1999-04-30,14.076327049817337
1999-05-31,12.687719294183808
1999-06-30,11.484169271962855
1999-07-31,10.080576471190398
1999-08-31,8.371728726791844
1999-09-30,6.592305878182742
1999-10-31,6.2999109183865585
1999-11-30,6.565293000994643
1999-12-31,6.748300709145951
2000-01-31,7.762446923919015
2000-02-29,9.760692825339902
2000-03-31,11.291502096877593
2000-04-30,11.638489736714291
2000-05-31,10.879988163031157
2000-06-30,10.109963739208979
2000-07-31,8.783908639624315
2000-08-31,7.152278634759568
2000-09-30,5.192950661490613
2000-10-31,5.484166763394569
2000-11-30,5.52101467186003
2000-12-31,5.748000429948661
2001-01-31,6.595627218972368
2001-02-28,7.565576348160903
2001-03-31,8.107397828800458
2001-04-30,7.874992445810676
2001-05-31,6.406026199024382
2001-06-30,5.141802420682325
2001-07-31,3.3291289958824564
2001-08-31,1.1491575671361716
2001-09-30,-0.956353835779737
2001-10-31,-1.2836584315064101
2001-11-30,-0.7827985702233491
2001-12-31,0.37385555738819676
2002-01-31,1.4047747848035215
2002-02-28,1.9478726056395317
2002-03-31,2.38303647639259
2002-04-30,1.927183134191182
2002-05-31,0.42737867022515275
2002-06-30,-0.8833649698499357
2002-07-31,-2.6226450597732764
2002-08-31,-4.7558719614635265
2002-09-30,-7.00223774891856
2002-10-31,-7.4419142201059
2002-11-30,-7.091922877005345
2002-12-31,-5.761535693127371
2003-01-31,-4.7804851325545314
2003-02-28,-3.9457729558516803
2003-03-31,-3.6328114068001014
2003-04-30,-3.3340389854784007
2003-05-31,-4.2842953626914095
2003-06-30,-5.406475104085985
2003-07-31,-6.834027880438953
2003-08-31,-8.620080924875765
2003-09-30,-10.530919985484616
2003-10-31,-10.766262049609395
2003-11-30,-10.546288525676573
2003-12-31,-9.376051727947925
2004-01-31,-8.42288984269726
2004-02-29,-6.894253412506259
2004-03-31,-6.083055400070407
2004-04-30,-6.203635941441462
2004-05-31,-7.851617773794715
2004-06-30,-9.105046669250441
2004-07-31,-10.967877265573406
2004-08-31,-13.310086765709457
2004-09-30,-15.666824419291515
2004-10-31,-15.24473078662595
2004-11-30,-14.983872662825888
2004-12-31,-13.963092118825443
2005-01-31,-12.328530776474508
2005-02-28,-10.693499698238156
2005-03-31,-8.811003637414615
2005-04-30,-7.64450406935066
2005-05-31,-6.819166968952231
2005-06-30,-7.081741877441345
2005-07-31,-7.997655313794894
2005-08-31,-9.144297231841847
2005-09-30,-10.51830299014182
2005-10-31,-10.266791050572465
2005-11-30,-9.999095666195899
2005-12-31,-8.55854146270758
2006-01-31,-6.637669633587393
2006-02-28,-5.390344128507422
2006-03-31,-3.530798368771684
2006-04-30,-1.4919046358018022
2006-05-31,-1.1332137133576907
2006-06-30,-1.641224215953116
2006-07-31,-2.7657330661122614
2006-08-31,-4.059606497853565
2006-09-30,-5.559541267214627
2006-10-31,-6.025485463339464
2006-11-30,-5.748978065115807
2006-12-31,-4.986197050927331
2007-01-31,-4.263267421020828
2007-02-28,-3.4421410612585532
2007-03-31,-3.4745963495079195
2007-04-30,-3.919519031175696
2007-05-31,-5.774594301915386
2007-06-30,-7.295592732314617
2007-07-31,-9.335850225008471
2007-08-31,-11.749680438020732
2007-09-30,-13.937429734016405
2007-10-31,-14.441730454257595
2007-11-30,-14.536655781927038
2007-12-31,-14.093878528459754
2008-01-31,-12.868936789895088
2008-02-29,-11.875108204840217
2008-03-31,-11.760248594978293
2008-04-30,-12.385320708056497
2008-05-31,-14.049241630669712
2008-06-30,-15.648026845882669
2008-07-31,-17.882158943044487
2008-08-31,-20.511072501029048
2008-09-30,-22.941974277917325
2008-10-31,-23.50429574318332
2008-11-30,-23.410132796952894
2008-12-31,-22.966775983100888
2009-01-31,-22.460608253918508
2009-02-28,-21.54137344350238
2009-03-31,-21.482113539811508
2009-04-30,-22.171868594878106
2009-05-31,-23.474030947920255
2009-06-30,-25.130406796767602
2009-07-31,-27.438160178069666
2009-08-31,-30.039200398389767
2009-09-30,-32.35352239988151
2009-10-31,-32.3448914592027
2009-11-30,-32.352008992973424
2009-12-31,-31.790270524123116
2010-01-31,-30.2489100771445
2010-02-28,-28.75231498064477
2010-03-31,-27.952392834403327
2010-04-30,-27.168451793051645
2010-05-31,-27.692136599711375
2010-06-30,-28.629098835119294
2010-07-31,-30.049656875286928
2010-08-31,-31.513451592851197
2010-09-30,-33.1355614960994
2010-10-31,-32.78830008502064
2010-11-30,-32.09341812315324
2010-12-31,-29.36122563200297
2011-01-31,-27.356098504497822
2011-02-28,-25.606728632259546
2011-03-31,-22.91489555404496
2011-04-30,-21.63328552836083
2011-05-31,-21.334141910578182
2011-06-30,-21.335937760295565
2011-07-31,-22.415237860861453
2011-08-31,-23.569136809489464
2011-09-30,-24.926738781480708
2011-10-31,-24.610728556967842
2011-11-30,-24.158002121600475
2011-12-31,-23.648987436758944
2012-01-31,-22.878628982337432
2012-02-29,-22.654318151032385
2012-03-31,-22.095449604850728
2012-04-30,-22.082514391485347
2012-05-31,-23.957544761498866
2012-06-30,-25.726683481999316
2012-07-31,-27.852022367232166
2012-08-31,-30.192526445044678
2012-09-30,-32.54861123599949
2012-10-31,-32.7987764669233
2012-11-30,-32.386255330791755
2012-12-31,-31.080749632552397
2013-01-31,-30.394966705753177
2013-02-28,-30.072801934388735
2013-03-31,-30.068841949105263
2013-04-30,-30.82096685027045
2013-05-31,-32.67132929942363
2013-06-30,-34.59163981973779
2013-07-31,-37.055339312344586
2013-08-31,-39.67564407567352
2013-09-30,-42.069375522214614
2013-10-31,-43.29303342178173
2013-11-30,-43.35290868082848
2013-12-31,-43.194411419211065
2014-01-31,-42.87188908279495
2014-02-28,-42.577921333875565
2014-03-31,-42.694113041712626
2014-04-30,-43.92955580341459
2014-05-31,-46.82122425399666
2014-06-30,-49.59382608689339
2014-07-31,-52.9455773951795
2014-08-31,-56.34416890713601
2014-09-30,-59.2527237864424
2014-10-31,-60.0066662244717
2014-11-30,-59.85742256182584
2014-12-31,-58.5417348316214
2015-01-31,-58.02961198995217
2015-02-28,-57.4568283274366
2015-03-31,-57.99110490734165
2015-04-30,-58.98354475299948
2015-05-31,-61.66809730384648
2015-06-30,-64.51803806933549
2015-07-31,-67.84436086168444
2015-08-31,-71.19475939686617
2015-09-30,-74.07921190580782
2015-10-31,
2015-11-30,
2015-12-31,
2016-01-31,
2016-02-29,
2016-03-31,
2016-04-30,
2016-05-31,
2016-06-30,
2016-07-31,
2016-08-31,
2016-09-30,
2016-10-31,
2016-11-30,
2016-12-31,
2017-01-31,
2017-02-28,
2017-03-31,
2017-04-30,
2017-05-31,
2017-06-30,
2017-07-31,
2017-08-31,
2017-09-30,
2017-10-31,
2017-11-30,
2017-12-31,
