Date,OUT
2011-11-30,0.6069503558246401
2011-12-31,0.40748627294208
2012-01-31,0.8659370772172801
2012-02-29,0.7660435620556799
2012-03-31,1.5255523315814403
2012-04-30,2.03911460591616
2012-05-31,0.9475008785510401
2012-06-30,0.60961956535296
2012-07-31,0.57146038935552
2012-08-31,0.35202249658368
2012-09-30,0.35867717111808006
2012-10-31,0.33954498183168
2012-11-30,0.46179282097152
2012-12-31,3.65952540847104
2013-01-31,1.69051486288896
2013-02-28,0.9199280175206401
2013-03-31,0.73014012499968
2013-04-30,0.94430565614592
2013-05-31,0.76358475767808
2013-06-30,0.5799866911027199
2013-07-31,0.41285894400000006
2013-08-31,0.38556499212288003
2013-09-30,0.4104197121945601
2013-10-31,0.32411934839808004
2013-11-30,0.40867286012928006
2013-12-31,0.37551692289024
