,p_prism_cvws,p_trmm_cvws,p_dmet_cvws,p_chirps_cvws,p_psn_cvws,aet_modis_cvws,aet_gldas_cvws,aet_tc_cvws,aet_fldas_cvws,pet_modis_cvws,pet_gldas_cvws,pet_tc_cvws,pet_nldas_cvws,pet_gmet_cvws,sm_smos_cvws,sm_smap_cvws,sm_tc_cvws,sm_gldas_cvws,r_tc_cvws,r_gldas_cvws,r_fldas_cvws,swe_gldas_cvws,swe_fldas_cvws,swe_dmet_cvws,swe_tc_cvws
2002-01-01,11.723994608928903,11.055065825398675,12.226213066865357,12.00977689017202,10.355481594109486,2.3699872582691794,2.582774170429507,3.0304343957417594,4.274181986995034,6.147595338550419,6.374863834939314,3.857357575365049,7.050835417920737,5.713748637446457,,,23.15906710711919,80.32696022362155,4.31470023132955,7.930497900683702,1.359285112179419,4.745777331285209,7.12402714294758,3.857520285825497,7.131157444463434
2002-02-01,7.222356509293942,7.336435756021862,7.312051483824574,6.913428144625826,6.426947197253128,3.869154611193339,4.373355460192594,3.986843150199258,6.2563821370322446,12.372934803203217,10.55050557085933,6.441017556404439,9.668660392429787,8.769174323911647,,,22.588818458415194,78.78489232146057,2.669542994236993,2.5158800735913625,1.2194847814901764,4.221148197911997,6.4775525734252195,4.804543232118524,6.938006778739451
2002-03-01,12.157341833693408,10.975837572994788,12.300600738967866,10.890855449053866,9.683663261766975,4.8311635204905,8.042870975428775,6.809492855518906,8.740700866494077,15.293584446646546,19.266084395789637,10.68819897257086,16.432572815830778,13.718401475449117,,,21.51986776095764,81.21200125787483,3.007864266455595,3.3577378784612586,1.6657902866456504,2.1756968679544064,4.889175555305875,5.465394961491561,7.197852508376847
2002-04-01,4.338669616410353,4.7137521449929976,4.925367167720545,4.969180896885861,4.267551161132121,4.996191608287137,10.19899798943901,8.305280098576015,10.021498945797555,16.845992145626603,31.01308884664374,16.45911252325088,23.633312233529935,17.833066016255096,,,17.69441016704181,76.37515511292008,3.419235231926387,1.8686657270902405,1.152929336958671,0.11570226992577098,1.6047321883377126,5.1095591892372205,2.666183619166368
2002-05-01,4.131231506833123,3.9509327131128913,3.945603804492201,3.3264731751867713,3.3599932089373943,6.835184060397213,11.912410473718248,9.283607304528985,10.88127698908279,32.452644717325605,46.323224533471006,24.725489452000794,36.688305627178664,26.976473440162202,,,12.995263290566376,67.8667561790542,1.0983039423185357,0.6254664772265396,0.3646759078832865,0.02626260481504928,0.4591646892269405,4.5920471025432095,1.0276396971389492
2002-06-01,0.2654547388563013,0.4133602593934214,0.13957423748535275,0.8216064446568737,0.4366250639682676,6.8789663196464845,10.67925589752909,6.237528565912131,10.626886631625792,41.43950863462047,61.3172718738028,31.407970513156926,47.81074997232867,32.90516970389037,,,8.094387301426599,58.071283083074896,0.6750097722648204,0.27168265484639537,0.07122768526049894,0.0014397183975570446,0.037190325903557794,3.103715928582078,0.03898944319247059
2002-07-01,0.2220312860201516,0.1265899625284575,0.017457958377677472,0.406837026614437,0.09247293084501641,4.80993825944114,6.561392577781236,2.9620885985277323,7.564090129296104,41.72165631430498,64.27921090818562,33.8725652458867,53.38756600480952,35.352086058251174,,,5.724407950868481,49.7149234027689,0.03309800654712156,0.18994336319355257,0.003323448133928541,0.0009560572358210974,0.0,1.5021132021772927,0.0
2002-08-01,0.0079566036964138,0.043950199917372174,0.0033300696855931376,0.44239991193801886,0.025039125186098795,3.6474242138062727,2.9975685784522175,1.4519543941142565,3.85061526364746,38.393425371066904,58.75553769185993,30.427546325506853,49.79809593042443,31.1699540539939,,,4.555233745191956,45.12252285307375,4.593872214509804e-05,0.15089415255366775,0.0019033638368329208,0.001366134061652552,0.0,0.6025157317949077,0.0
2002-09-01,0.22543966201233767,0.10504661738256511,0.17927166679562456,1.0165884236477194,0.03371449002039213,3.4850471939764684,1.4080602610433022,1.1154524763037545,2.140673614624445,30.74251058683156,47.28916865713522,22.909609318468007,39.3370073112282,24.31572425431635,,,3.8159654424780802,43.071552752556286,0.0023756994503568644,0.12398684838666198,0.005806226797049754,0.0019543013676102013,0.00010925952322852877,0.26223739090619375,0.0
2002-10-01,0.13416183299521695,0.17458255505103548,0.1091551543067262,1.4190878122141537,0.16105137015039508,2.2413835309670205,0.6949804629880514,0.7528908271847685,1.363401471999582,15.529859851689588,33.30936672335906,14.016224822573417,26.88778895129465,16.28761711431369,,,3.2959658214379925,42.20795702524171,8.137165256470588e-05,0.11232907072939577,0.010464315997109681,0.00987621040915471,0.006553704680655472,0.17458599663999064,0.0
2002-11-01,16.396065594270354,15.542744388744524,17.223061983089448,14.514656731922932,13.713405765495976,2.411917711152817,3.112758991252622,7.320532761040402,3.3055150670945754,11.434558201142412,16.967949387577523,7.9375120395525505,13.574688530949768,8.924718360644032,,,9.797086920833307,48.33019777973905,0.8109197856040538,0.32740121630521524,0.9636001138271078,0.10848912434262445,0.8612721320518395,0.35228504398976374,0.4235766305049097
2002-12-01,38.953997418220524,35.980432412150236,40.31471996345179,34.50396802076483,35.37804019195163,1.8215017956641886,2.647827151202678,4.624182892652728,3.116184268254783,4.313440508201245,6.645549956240159,4.902801107672961,6.827011257746763,4.50125396900243,,,23.03651134379149,62.76156112386189,16.855782635054325,3.7120815459637546,2.624768438100131,1.7973042633136942,2.9480198683411865,1.655229922424377,4.429199526309646
2003-01-01,9.728825516700407,9.32189159090316,9.728333349214477,9.752798542769579,8.544534368398034,2.412972876812398,3.5208704113072637,3.883439449742786,4.2572890223548985,6.670554569870948,8.714302032860097,5.447346438572636,8.13032987967743,6.195790788667896,,,23.070754647139193,80.05746038743902,5.919221025239864,5.548993533541329,1.493452647196032,2.130851315514446,4.543754918496396,2.571229957284797,2.695169913370101
2003-02-01,8.987420731544475,9.699294388856359,9.47741992039516,11.108333445033885,9.033625584682666,4.003182395508633,4.7293356398476085,4.637642764213187,6.441810221603619,11.062240406203795,12.207513263662841,5.378398967913359,10.926439871938426,7.972100981527188,,,23.367075404607245,81.40712256170781,2.137361029141345,3.4223883998547446,1.0114615241915745,0.8311748701699595,3.0483671452197987,2.188172444321116,4.875747186961068
2003-03-01,12.12765237340369,11.052345853026722,12.818344953518867,11.822400710070495,10.83472445614928,5.93491713451174,9.128842720094582,8.477157378900385,9.23197492679401,16.056821871903704,21.783795611113653,12.402863570286907,17.377531893344138,13.936651367403627,,,22.00266985079226,81.34759488612565,3.4260808541573713,3.470614100984051,2.0196514124083484,0.5158404801943774,2.726681349694065,2.926562663132489,4.026500698911121
2003-04-01,20.82717522131986,20.341643810323,21.211467938776185,15.437453771011718,19.573749902182524,4.279882597264158,9.811601132743366,10.077802392749932,9.163797936931658,12.089935578973028,21.83119719932219,13.142422402388455,19.59030693938352,13.822333598707882,,,21.88309972458958,83.44563646414377,7.9902534701888595,5.929457784133441,2.6576182366532803,0.45408825568188693,2.3970064859585185,4.253440116480627,5.303360170811232
2003-05-01,6.333316582713518,6.188945595213243,7.045857336540189,4.956201578100978,5.415292276407995,7.253342288298193,15.095236544642502,11.345872385624194,12.44911723240072,29.085784263879184,43.8008132578606,23.61979442434572,34.290126160578396,25.496954509550815,,,16.146354145732968,78.7884764316025,3.0663108770888807,3.8978062534042484,1.4927605974197014,0.1402945919900292,1.6075867228494332,4.643844266502253,1.3168684288923607
2003-06-01,0.11621893652638818,0.20913048791449765,0.025048777025900946,0.7502933141125967,0.17614969015336468,7.259226393730836,13.180201300656712,7.534131047489134,11.951588419165954,40.83447363134531,60.25072693755649,30.881711274989126,46.54918572395408,32.14035394737477,,,9.64870269441004,63.51831452315855,1.0790968004383155,0.47518515418179463,0.2783396252661644,0.00035626565017694514,0.14969659623771306,2.952305325217283,0.04143002461364706
2003-07-01,0.6863111778867931,0.7021724429146695,0.6608352286243213,0.6435329984968436,0.7097564134200963,4.169768948986282,8.577258834334394,4.340598113011604,8.895660982532377,40.72859350838282,65.2651211743534,34.09362620023246,53.796772422855234,35.970989781512806,,,6.480566930495448,52.83098281575607,0.057985454623694185,0.2670129579242334,0.023727558471853816,3.893148032325242e-05,0.004876048838032647,1.5279260328778463,0.0
2003-08-01,2.6845077756121154,2.5444625780351684,2.676464073583334,1.3721207328585079,2.4424165624210787,5.175692817712094,5.449368090078735,5.035026321077821,5.363279884675866,37.913715472033346,55.65545446760609,29.408110128030366,46.847747274631026,29.24015984601134,,,5.019686034550462,48.109974780302984,0.17580522797500725,0.207229475676529,0.016868025986488816,3.3287376703729416e-05,0.0,0.643477289107855,0.0
2003-09-01,0.5224807947019015,0.4516901745861229,0.5807378516436509,1.3442668968042764,0.5186074726757987,3.86094979946432,2.6629746420023452,1.453734417761816,3.4564469896427865,30.626644266327993,48.519142652917296,22.80809973406292,40.293055222917644,25.229314806447917,,,4.131175422098974,45.450181928171546,0.016096324751384398,0.1602487746207029,0.012628817663047763,0.00022792275363730296,4.7603582352155025e-06,0.30764141403070394,0.0
2003-10-01,0.1596719102684167,0.21315643100501164,0.3068535888128726,1.5446805173626412,0.28928982633759354,2.220370255188981,1.220396738242291,1.0174062835094486,1.5428801577115925,18.648799995088996,37.63886328724494,16.050916874888646,29.843493825587146,18.663596299781105,,,3.528432956691074,43.8737414503928,0.0005765318719372553,0.1389546380040984,0.0025160046726404677,0.002172931322551644,0.0003433009504698252,0.17143755667522276,0.0
2003-11-01,10.422813476656891,9.726982084647402,11.516738198351648,11.458348862289384,9.320404707733998,2.5225379640544126,1.5626850052646386,4.970134841876025,2.6348407563854117,8.765485141836065,12.107494835513323,6.37103541257309,11.350792609788602,7.069805406798421,,,8.066773390823101,45.303389066027194,0.558415334264211,0.38596842739355003,0.3609243495814502,0.14249127727696428,0.6715580087627102,0.5736492250849611,0.8611126188192627
2003-12-01,31.504536251091217,29.478426483005073,33.660562276084526,26.054885411746383,26.44721879917806,1.6090021903734102,2.4058857260090223,4.261356471593447,3.5881515510693283,3.8876330712331644,5.953977601422392,4.608472544169423,6.896082385177914,4.875466039532289,,,20.96682438112437,60.140272751887096,10.6108270354281,1.5032817755915466,1.5906438711973145,0.9131156338955376,2.2545277129688803,1.6408780636060292,4.205638446268737
2004-01-01,11.82739177106602,10.811676371933284,12.243386831327213,10.961902228931642,10.201838913290448,2.5871020289093467,2.703831702079463,3.194665999446821,3.7574008356514272,6.219908747216851,6.141273678716233,3.929920115231834,7.606011261646348,5.375284622994984,,,21.76903628845016,74.74992337182587,4.191461403808129,3.9343531494706125,0.934885772687221,3.182453795301732,5.885922511531818,3.6192441223055964,6.12707599508982
2004-02-01,27.178143067107538,27.897476910824594,29.419659043393192,24.783254105768417,25.542068631340175,3.173848884744197,3.8892992083707947,5.027041292282464,6.283397987598518,7.166980894211164,8.105234860153075,5.27606315056361,8.759882385799036,7.197080598670322,,,23.629503564521716,80.89010251761128,12.775621830230305,8.757972258155288,4.172765940884834,3.3907054879608634,5.651621524140741,4.701095022262201,10.347379783145914
2004-03-01,4.848917659087271,4.158186668932129,5.001972790400409,5.633622567690996,4.121826221160201,6.42264179985123,10.828591834748108,8.774725633301754,10.805039765271589,21.42824849547578,25.587629010322562,14.072261185220318,20.259018346455267,16.703827543750997,,,20.710260177221677,82.99570179330561,5.284424306815514,4.888736420671213,1.5556816799301136,1.6149556596365944,4.236572775637464,5.551645103592493,3.1112005702154035
2004-04-01,2.5380805621215026,2.693881861884138,2.8261733143399126,3.384673700159132,2.8986095512304506,6.066886431194332,11.776236942467122,7.871300861120949,10.750787947932915,27.830910001826833,39.10150381708728,18.445099115810148,29.768136303043875,21.767799555082863,,,15.502562323192569,73.6425311531529,0.7246164544616658,1.2027795668356442,0.5206469725012557,0.053217160332345484,0.9953013705983391,4.6596059845495645,1.9055338579847527
2004-05-01,2.394452568686706,2.585929980201023,2.3395165231258765,2.8329277557951715,2.2889783116485467,5.144983322367008,10.824341478298798,7.452417276854297,9.521222378874443,24.224781065829834,50.24268951202701,25.394642184496103,40.336846566583596,27.84176982197644,,,10.806798444428749,63.709195318821855,0.8048231229978389,0.4631268595934022,0.29857411826719515,0.007367314994830395,0.133233836690159,3.7387452599322186,0.6460456043660548
2004-06-01,0.5084549123250625,0.4865605660577097,0.2879787989814692,1.0183654403446145,0.5114220983687257,7.1675599612529854,9.168053667506983,4.8727770151812475,9.751856452194886,40.11232767950422,59.52960454621256,30.333202689553982,49.3070826453474,32.30627162147622,,,7.127579241094525,55.627805518006895,0.5126356754677673,0.2467787147519617,0.02607233487278017,0.0019304022940408372,0.007832151332207108,2.662982297504753,0.03398378508047059
2004-07-01,0.19121797655974865,0.18590781407150067,0.01636301871193137,0.44078406081709953,0.24765265409473852,5.52537390276896,5.8434593432972415,2.355216920077032,7.190245348859845,41.803776615693444,61.50341580074725,33.23324551203143,53.19463895773324,34.10636393080655,,,5.304964213859589,48.66147593285761,0.034523684729403925,0.18781818404055614,0.004446899244426651,0.002026164742522577,0.0,1.5072740908195177,0.0
2004-08-01,0.2733794468006008,0.2869284524383471,0.18543900990740872,0.668309193160288,0.3400996594760113,4.116582310674597,2.9275419050108606,1.5203317626347348,3.785728715257655,37.55190993608967,55.35605275337915,29.848715105503107,49.402154761186544,30.888907531321284,,,4.31237112879867,44.62549641031002,0.013657131609392142,0.15367668144551808,0.0061627260579554255,0.002723242165537307,0.0,0.6698744738785107,0.0
2004-09-01,0.5735797573375992,0.4779468468064657,0.6870735717431506,1.2948405049362546,0.5999005843692432,3.7351596253745227,1.5159655360460118,1.416260269192505,2.221677669862112,30.473909485198284,46.23398489660194,22.75958871950098,39.34971516692069,24.119644774843938,,,3.6550105691280566,42.92776565546474,0.00835083008121178,0.12873084793742343,0.009649849134758023,0.00397702490151266,0.0019205114701122186,0.32929504567252743,0.0
2004-10-01,17.47478462143808,16.66931984530335,19.149441677341354,14.31161201428134,16.869543881667056,3.564881135750254,2.3348127373982166,11.214431091173443,2.586850897425447,15.881330052978145,24.68241640052056,13.691323348936088,22.777054580952523,13.847906730004045,,,8.194338513960556,45.80633380804825,0.9545191678026557,0.5227003634164661,0.8755041486612465,0.20744573768574898,0.48518043332858257,0.6022571844656155,0.01489247906635294
2004-11-01,7.357782430590172,7.631245182594219,8.074162586186238,8.045854795440968,6.754967230454502,2.2306547465425313,3.5599257598483756,4.747428214157389,4.140188345337509,6.822722850641196,11.967930721206544,6.076240812980818,10.881647785046844,6.931904635764094,,,11.347527025522247,57.07371017932921,0.896480331400884,0.2881205739320677,0.47490336859598126,0.5715301968174629,1.3987197915695793,1.456575579092905,1.0302226699806116
2004-12-01,22.344560049309774,22.9040031364335,20.46715484375596,21.12020294066421,24.10291578207146,2.0996225672322475,2.7402000549623446,4.002092500936079,3.5074265772624025,6.186655626259966,7.966492164920905,4.190466427744661,7.8471706881066625,5.873601432582705,,,21.563904323143888,64.78043293765504,9.81021702023238,1.9509040630041532,1.3733620428193973,0.9687703749050747,2.194859184256347,1.9317380193445668,6.422051877478399
2005-01-01,25.47910577995053,24.346382846258635,27.298450102397798,20.67909458609972,22.398381434473812,2.3321372253413952,2.865547523553429,2.939668256840698,3.9218612498378156,4.789010020058424,5.095702012184184,3.045606318687181,6.285789302420395,4.764878252498171,,,25.00148955713014,83.26119649615222,10.27177099507668,5.536412736542056,1.6636518850229616,5.150738543638531,7.061930285175432,4.580590814466043,12.11555633655567
2005-02-01,13.392648605128203,15.041102214601425,15.561397650390152,14.766565092350914,14.327770838344488,4.258706788229031,4.554868675904489,5.00608308081939,6.574944647202784,8.192537045482332,8.730722520654957,5.2670648704170695,9.618820607065333,7.213810237964503,,,25.507030345315993,88.14249388381492,7.2402892110825485,5.088827227713025,1.4546216933833058,4.272291645981891,6.415497915833998,5.399480256473801,12.250906261106445
2005-03-01,20.227077749408743,18.921054022756433,21.700319923710108,17.526892641012203,16.92505985522363,6.116833005389045,9.366404484457833,9.774391484994762,9.611211167606601,15.641416870341363,18.800098640774387,11.203814126858866,16.926119003655813,13.08675059705163,,,24.689489331684292,90.30238628088341,8.90832402001072,6.079802470366792,3.338812161065993,2.5222931915681523,5.537558005329629,6.140748846049262,8.657770087588643
2005-04-01,8.5789459948015,8.508480359187864,9.024169840639855,8.11029019655502,8.092080044394008,5.396130082750821,12.725628590633569,10.771852552181196,12.339339131649636,15.24112917910843,28.429480880241808,15.855618900857403,22.947706160493134,17.142638331623736,,,21.479168238464702,89.65797195063755,2.9183342761968185,5.4959891161996595,1.7004310830265523,1.4593987604542054,4.732115950811091,7.555141037439616,6.632337287172016
2005-05-01,16.155507865079166,15.125372820218097,17.12999181097146,10.10713932595522,13.029856119428016,8.234460907500921,15.493343191456168,13.090487272014409,12.99024435453905,26.913827995924503,37.50525870750625,23.18903538089242,30.98057355596752,23.21329125643529,,,17.565637964022155,86.40289138368144,5.277730382263937,4.297593474778099,2.434145724037984,0.4942319300332186,2.831825439548112,7.073506414378813,1.6036769755698195
2005-06-01,3.4250143761792775,3.603235426652708,3.746336048161448,1.6527812946602325,3.491535168902667,8.317168683855083,14.580626699177813,9.659929584293883,11.611340132994709,37.01785959041281,48.092908188626105,28.548382914797823,39.47567229788824,27.820793435099635,,,11.779578284801806,75.09447133767104,1.5249466730632948,1.4689293617001442,0.5633240423680863,0.005809526040155115,0.7017487337237327,5.865673317630751,0.15956151779890196
2005-07-01,0.10898986989773159,0.10674838126850016,0.004630429982294117,0.32857799200816634,0.1408047931767118,4.8232209169719065,12.602367101604539,5.409779445606647,10.446028170883173,42.93328014147519,62.037690018701674,34.57499615033845,51.71140039637508,35.46909597224848,,,7.339824818310124,62.192606983666515,0.2303693377568119,0.4962459631337201,0.10447237700498116,0.00010503090319421486,0.05197732662188883,4.336958124739281,0.0
2005-08-01,0.3049020604720583,0.3148542726906331,0.27867934665799704,0.5911130356456284,0.32090434643890636,4.312603459974137,6.494001689219732,2.619038047447116,6.2271137671596835,38.42110582393548,57.0217332293437,30.590920589212445,48.98409070268868,32.256732046825064,,,5.499327985947506,53.01568332486987,0.013769001919913686,0.29681554778573466,0.008395526709560272,8.66213185629334e-05,0.0,2.958230968104041,0.0
2005-09-01,1.2174201568250025,1.1236593173624057,1.3395763865512764,1.693444821777861,1.119058685126745,4.609762422609841,3.0463657622988305,2.323184120396344,3.233707712345217,28.859125623940944,41.94611426982461,21.609698700185184,35.46770590414907,22.37737298633756,,,4.460879007531972,48.80371943729592,0.04148099624394915,0.22327811593527466,0.03162829446351596,0.0013473036403189105,0.0001455809621648532,2.2475218023472707,0.0
2005-10-01,2.8211943527440306,2.850795391067412,3.3982622027294966,3.4059883981564862,3.0599680622085916,2.8427791907714046,2.6484624320185017,3.7344521994480115,2.5660664226470553,15.118517791091044,29.45565316488972,14.50185689451877,25.310431715440988,15.342594604881278,,,3.8086568828879814,48.18068379856164,0.15635606946805441,0.20134771504130416,0.06673191693726888,0.00571419960323802,0.005420964887272882,1.917722810043179,0.0
2005-11-01,9.691837613586525,9.83425242923709,11.457303375236165,10.269552724272582,10.462527732313006,2.3171645380622246,2.7959324281869757,4.418044836934686,3.2617124093225653,10.928910576657318,15.930396063306777,7.690212193118416,14.033880871023799,8.82799779498095,,,7.237934801849726,52.378638437188684,0.509755235117375,0.35687752446251275,0.5130006804464462,0.13127650048305153,0.26290078128342886,1.7677687718313324,0.17685451299338037
2005-12-01,40.65906588012154,40.97814655741714,45.07310043681375,39.16218901374825,37.9879056118065,1.399837142230051,2.5948235458881084,4.207295078969301,3.461714776447299,4.021091381717676,7.113576319064142,4.536975876498036,6.999691386730218,5.432649206749906,,,21.842652874804607,64.8330265430116,17.99051886978526,4.293972297829576,3.2406490902987226,0.7278640199633786,2.127905116149977,2.829686805185088,5.422945808552659
2006-01-01,25.3598564933892,22.967599951842573,25.375074549752743,20.313862636380833,21.883744727515467,2.393874620001343,3.212207822792987,4.588066037016448,4.454120566081477,5.256407573565316,6.86553251338967,4.905387915054217,7.5381155993784335,5.775166046790411,,,24.058895567948706,89.70772003839647,11.346170927679257,13.62359457252821,3.134485306173714,1.9654987641234263,5.990076489566022,3.6991221086221713,8.527800295604706
2006-02-01,12.651001080571598,14.025109603010447,14.426957767071855,11.19339601331017,12.044038232614271,3.327433810468732,5.007452889149913,4.887631634511604,6.048081509274382,10.86486607884285,12.924658271902826,6.502840336930311,10.284951428234177,9.092818263354697,,,23.649562681506634,86.73025783762596,4.473909386358688,5.8121025640113535,2.352839217990721,1.2890276976578379,5.220827288878742,4.257463572212331,9.857939313908958
2006-03-01,28.835907828424084,28.525200799955336,32.94904134691681,26.015463889141724,26.74190852846038,3.5311232322300916,7.034098233730192,7.06181780625061,7.662062274809692,7.197836650634327,12.366861160665623,7.959009341291436,11.266756287863675,9.3643991756754,,,24.246977580122355,92.95841644198092,11.72891081834708,13.428371472651781,4.224885358593701,2.316312671976415,7.719328551595348,8.063135911094571,13.63398556636662
2006-04-01,26.723827801591572,25.84463885468608,26.983069947220255,20.201724481233672,23.113030846206954,5.64915273082359,10.16813919190132,12.657818472787906,11.413839130692178,13.585598656654108,18.934334181371813,14.195503766481531,18.06971861733392,15.050287339938285,,,24.214239744163034,97.86051585402436,18.822165836040284,18.5372253450539,6.558611152493578,1.123968277302864,8.02928817245495,10.258163732619886,6.276301538809975
2006-05-01,4.196400481120515,4.187636585046242,4.235482724050986,3.506209244877041,4.0437471114272,8.537851685837618,15.787246822740203,12.603177709526902,14.311960157298998,30.743249744277996,42.36308314708272,25.028555912849882,34.88404416020979,27.030505080619225,,,16.426548318758556,82.80150138014281,4.0212481526080746,2.844509386730502,2.19351222237271,0.027137619516325633,2.4200010399736898,8.714521405513967,0.944983671872251
2006-06-01,0.5925455399684382,0.7002306946666286,0.4118571825561999,1.0717500232339772,0.7556155781674615,7.240552429355854,14.618326043298426,8.211803157280706,13.386393613233087,38.96467616053514,53.84930754462554,30.45469274608263,43.15906961304057,31.991244099372867,,,9.872449138033843,69.67776993026612,0.9153887837164358,0.7737638102059747,0.5137210791124232,0.0008930673348035838,0.2686471875961689,6.679319512402145,0.029264874977882355
2006-07-01,0.5092281818432756,0.3029581986492053,0.16272450467709115,0.45720955671386804,0.32168833827743837,4.43100745461291,10.693471869326476,3.9403830950133516,10.369178986432196,42.27349978363447,65.08100332864501,34.20752173147943,51.40557910925936,35.70161842165279,,,6.648524899299086,57.74371183609648,0.039073679331486276,0.4127513342920779,0.03339529902319638,3.0386294552154875e-06,0.010148617586394754,4.486536800336081,0.0
