date,Sres
2016-01-31,16.41745474716
2016-02-29,18.83179325688
2016-03-31,25.04109580596
2016-04-30,27.00647843268
2016-05-31,27.49746761364
2016-06-30,25.89106097088
2016-07-31,22.207018854
2016-08-31,19.78242765852
2016-09-30,18.562351885680002
2016-10-31,18.7100598822
2016-11-30,19.7965645728
2016-12-31,23.22809113104
2017-01-31,28.81546319628
2017-02-28,32.39735466696
2017-03-31,31.60141469256
2017-04-30,32.45580435024
2017-05-31,34.55675999724
2017-06-30,35.10119093268
2017-07-31,33.1360278654
2017-08-31,30.03678725088
2017-09-30,27.55685474172
2017-10-31,25.17351235092
2017-11-30,25.6143038298
2017-12-31,25.38625434696
2018-01-31,26.43569296356
2018-02-28,25.97002219308
2018-03-31,30.26589876
2018-04-30,33.22695137664
2018-05-31,32.70188484372
2018-06-30,30.201048549
2018-07-31,26.29008805044
2018-08-31,23.70407626128
2018-09-30,22.29630677076
2018-10-31,21.27119484672
2018-11-30,20.75955844404
2018-12-31,21.63265259244
2019-01-31,24.9108008466
2019-02-28,29.97455571792
2019-03-31,31.2441470784
2019-04-30,33.0555432954
2019-05-31,34.220645331600004
2019-06-30,35.67101058696
2019-07-31,33.52912684008
2019-08-31,29.89868312964
2019-09-30,27.63990741708
2019-10-31,25.12210707192
2019-11-30,24.14771707896
2019-12-31,25.65330770088
