,0
1996-10-31,
1996-11-30,
1996-12-31,
1997-01-31,-3.798613328223297
1997-02-28,-1.5717601490033841
1997-03-31,-0.06670504685196343
1997-04-30,0.4789992395947047
1997-05-31,0.8041983546124798
1997-06-30,1.46099984567998
1997-07-31,1.6125836648512042
1997-08-31,1.1391711599110854
1997-09-30,0.8441462183685893
1997-10-31,0.6717912354242851
1997-11-30,0.27811900956130564
1997-12-31,-0.03491417660400309
1998-01-31,-0.9850550279344716
1998-02-28,-4.706311210236619
1998-03-31,-1.6461684324767392
1998-04-30,-1.6912596740160009
1998-05-31,0.1992843979887482
1998-06-30,0.48763279578240226
1998-07-31,1.6469768204831388
1998-08-31,1.4655926479263792
1998-09-30,0.8661482469215998
1998-10-31,0.3613623293989163
1998-11-30,0.16393402662067125
1998-12-31,-1.4348157088227098
1999-01-31,-0.7883232951981833
1999-02-28,-1.5667433350497042
1999-03-31,-1.6515310837719945
1999-04-30,-0.2513902867238391
1999-05-31,0.5570062717151383
1999-06-30,0.9665780845405441
1999-07-31,1.1114997290133304
1999-08-31,1.014925910515534
1999-09-30,0.6878001490464001
1999-10-31,0.5273815336305632
1999-11-30,0.39614051363189773
1999-12-31,0.062232258560033116
2000-01-31,-0.21682899221800844
2000-02-29,-1.6314350116417335
2000-03-31,-2.4531960924971754
2000-04-30,-0.12057779243020761
2000-05-31,0.2234048966858324
2000-06-30,1.0716611802211582
2000-07-31,1.0929821063256653
2000-08-31,0.8657154056704783
2000-09-30,0.5455597368408138
2000-10-31,0.36221028017676377
2000-11-30,0.3270351818500608
2000-12-31,0.21485887405951604
2001-01-31,-0.4048673966901801
2001-02-28,-0.3457681568771658
2001-03-31,-0.6997338375352069
2001-04-30,0.221908005746688
2001-05-31,0.6339909967895291
2001-06-30,1.0040417722927875
2001-07-31,1.2768815980756154
2001-08-31,0.9942009798219563
2001-09-30,0.5805123308773632
2001-10-31,0.3514303335428875
2001-11-30,-0.011556058103001421
2001-12-31,-0.7600295479233323
2002-01-31,-1.5105881212076717
2002-02-28,0.09839479896720005
2002-03-31,-0.04851026396456071
2002-04-30,0.4648303513083266
2002-05-31,0.40084778359634177
2002-06-30,1.0015417652721794
2002-07-31,1.2033997445404987
2002-08-31,0.8835602810390715
2002-09-30,0.4759318673448575
2002-10-31,0.4311406787188272
2002-11-30,0.13159845777304313
2002-12-31,-0.7695113141130736
2003-01-31,-1.6391270089148273
2003-02-28,-0.3383954896929322
2003-03-31,-0.08126886023137847
2003-04-30,0.012906664804108736
2003-05-31,-0.31071634233538115
2003-06-30,1.2650958605516929
2003-07-31,1.0619997939849044
2003-08-31,0.7901814758039909
2003-09-30,0.5883799719830356
2003-10-31,0.5684460485572408
2003-11-30,0.23571907860571406
2003-12-31,-0.4249832411734349
2004-01-31,-1.0201808428864467
2004-02-29,-1.327044139164351
2004-03-31,-1.8378482024590994
2004-04-30,0.06294067317353447
2004-05-31,0.627884094555135
2004-06-30,1.3079791074970295
2004-07-31,1.204494868819331
2004-08-31,0.8368747086517667
2004-09-30,0.4761881922643968
2004-10-31,0.10935530890942757
2004-11-30,0.08314737499242236
2004-12-31,-0.17111452122186732
2005-01-31,-1.4643869761659623
2005-02-28,-0.4509645149601056
2005-03-31,-0.7384737279998559
2005-04-30,-0.04333437509333793
2005-05-31,0.9267479763762712
2005-06-30,1.29067873025856
2005-07-31,1.5837451798775786
2005-08-31,1.1926202697923922
2005-09-30,0.6745158328216704
2005-10-31,0.6000857523002139
2005-11-30,0.39133147624512016
2005-12-31,0.027426674435997
2006-01-31,-4.698309244985561
2006-02-28,-0.3092222654310861
2006-03-31,-3.5107229555830903
2006-04-30,-4.114497041930109
2006-05-31,-0.28126734569224343
2006-06-30,1.289131559205504
2006-07-31,1.430822118831534
2006-08-31,1.0966613319357772
2006-09-30,0.6733167633624961
2006-10-31,0.6320577163032652
2006-11-30,0.4148507661745535
2006-12-31,0.2813122961824782
2007-01-31,0.1822260628086504
2007-02-28,-0.34718937537015804
2007-03-31,-0.13126562553674292
2007-04-30,0.21052118956838428
2007-05-31,0.5581368084091909
2007-06-30,0.8960986718834691
2007-07-31,1.1687207349778752
2007-08-31,0.9206247649171071
2007-09-30,0.5168492608415234
2007-10-31,0.445033809411253
2007-11-30,0.332948838734277
2007-12-31,0.04826378411434029
2008-01-31,-0.9492812584480214
2008-02-29,-0.7863078779154505
2008-03-31,-0.16565734637530116
