,ETkc,petsum,aetsum,aetimsum,petimsum,kc_mean,irr_frac
2001-01-01,0.01625313946164154,0.0265409824592404,0.006657492353724242,0.009227520703125002,0.03720077929687501,0.49242538,0.8118093445993563
2001-02-01,0.011355657664260355,0.016042215661132748,0.006970136847782064,0.009375750000000002,0.02160495,0.52221173,0.8118093445993563
2001-03-01,0.029850670216923284,0.04885890814878932,0.014058972822000802,0.0173609103515625,0.06056252578125,0.5449537,0.8118093445993563
2001-04-01,0.027671566600960484,0.0455341471708304,0.009479554055223882,0.0112089603515625,0.0539696671875,0.58176595,0.8118093445993563
2001-05-01,0.07511292830848966,0.10366399642478338,0.010154038591776283,0.011610450000000001,0.11959936875000002,0.7229069,0.8118093445993563
2001-06-01,0.0682884974157402,0.07244823717802776,0.004803191693547308,0.00551205,0.08353025859375,0.92433804,0.8118093445993563
2001-07-01,0.10631903741154795,0.10456282149545736,0.015724087941109275,0.018325800000000003,0.12047506875000003,0.9781801,0.8118093445993563
2001-08-01,0.10578943156041758,0.10072162602505745,0.011536983710782185,0.013497750000000001,0.11602511718750001,1.0146546,0.8118093445993563
2001-09-01,0.08179076084241901,0.08217590178728142,0.009979096129837987,0.011595510351562501,0.094650834375,0.96930295,0.8118093445993563
2001-10-01,0.032725527890267676,0.04321189696357575,0.004066221788043165,0.00499076982421875,0.05355665859375001,0.7198706,0.8118093445993563
2001-11-01,0.014940299299531215,0.025477044791415448,0.005897727513269314,0.007333110351562501,0.03191210859375,0.53672504,0.8118093445993563
2001-12-01,0.006464812564684277,0.009164067927709019,0.004288436025132644,0.00611973017578125,0.013127039648437502,0.4746262,0.8118093445993563
2002-01-01,0.01061455289942382,0.01789515693471332,0.007668693350774674,0.009396,0.0219236396484375,0.49242538,0.8118093445993563
2002-02-01,0.021630808217464333,0.036609599536372626,0.00962295947687792,0.011997900000000002,0.0458835328125,0.52221173,0.8118093445993563
2002-03-01,0.02738462737191593,0.04818329972151608,0.01175330003188522,0.013773420703125,0.05647328789062501,0.5449537,0.8118093445993563
2002-04-01,0.030758340876675096,0.05094726106473682,0.00905044655562877,0.010691550000000001,0.06044327578125001,0.58176595,0.8118093445993563
2002-05-01,0.06787253902833534,0.09277636494427949,0.012338974947139187,0.014150880175781252,0.10703295000000002,0.7229069,0.8118093445993563
2002-06-01,0.10388224280428662,0.1092547128849101,0.012688959093714876,0.0146628896484375,0.1259542828125,0.92433804,0.8118093445993563
2002-07-01,0.10968356753441327,0.10860285029926173,0.013214561722805657,0.015394229296875003,0.12514328437500002,0.9781801,0.8118093445993563
2002-08-01,0.1038177024293292,0.09933004692230608,0.010168628505220746,0.0118881896484375,0.11444264999999999,1.0146546,0.8118093445993563
2002-09-01,0.08238267966951161,0.08313207293132627,0.009360077602906348,0.01087065,0.095795915625,0.96930295,0.8118093445993563
2002-10-01,0.029197392092141537,0.035371315263962755,0.003791237864532229,0.00501236982421875,0.047261879296875,0.7198706,0.8118093445993563
2002-11-01,0.013468206818264631,0.018263180715512525,0.002742652554436519,0.00409985947265625,0.02793015,0.53672504,0.8118093445993563
2002-12-01,0.008555372643574338,0.013040692719709559,0.0050186367737814624,0.0064592099121093755,0.016824239648437503,0.4746262,0.8118093445993563
2003-01-01,0.0020930065787181733,0.0005912346939441422,0.0001505433363916912,0.00031473001098632816,0.00122805,0.49242538,0.813438582980362
2003-02-01,0.019021483342882218,0.031412315945265216,0.009920038282602447,0.01221056982421875,0.03912830859375,0.52221173,0.813438582980362
2003-03-01,0.028945173321443557,0.04856591004533322,0.012905450369089997,0.015524550000000002,0.05876315859375,0.5449537,0.813438582980362
2003-04-01,0.026329691177540977,0.040944518110425744,0.008626105762571307,0.01055133017578125,0.05089643789062501,0.58176595,0.813438582980362
2003-05-01,0.06382620083155793,0.0863547286780345,0.012329234986323715,0.014148360351562502,0.09951407578125,0.7229069,0.813438582980362
2003-06-01,0.10181472321002355,0.10671635909578643,0.012054025067545491,0.013838669824218752,0.12304278281250002,0.92433804,0.813438582980362
2003-07-01,0.10523787469918894,0.10500147344107603,0.007991186813058243,0.009266310351562501,0.12096781875,0.9781801,0.813438582980362
2003-08-01,0.10423365186082495,0.09831658776079974,0.015696114621694707,0.0183353396484375,0.11326185,1.0146546,0.813438582980362
2003-09-01,0.08141618238873127,0.08148224607400742,0.011262152843620261,0.0130967103515625,0.09384165000000001,0.96930295,0.813438582980362
2003-10-01,0.03830171938188746,0.053961655169217755,0.004481717863333605,0.005149259912109376,0.0623311171875,0.7198706,0.813438582980362
2003-11-01,0.014602032869323078,0.022173386876291022,0.004790521032504603,0.0065944797363281255,0.030617462109375,0.53672504,0.813438582980362
2003-12-01,0.00552051456120037,0.007318195777969293,0.002455515036419878,0.00382095,0.01143855,0.4746262,0.813438582980362
2004-01-01,0.006134811030967923,0.008842732810255688,0.004262753291447623,0.00567063017578125,0.011747969824218751,0.49242538,0.813438582980362
2004-02-01,0.01273192972521808,0.018562803678928572,0.007450195789758528,0.0099774896484375,0.024850439648437504,0.52221173,0.813438582980362
2004-03-01,0.03731338257874574,0.0660794569278719,0.01412476475174613,0.016399620703125003,0.07696845000000001,0.5449537,0.813438582980362
2004-04-01,0.04895931525171435,0.08409908675167137,0.011651344777081293,0.013357620703125002,0.09712566562500001,0.58176595,0.813438582980362
2004-05-01,0.050529012190819664,0.06833432743958705,0.010105509986866082,0.0116424896484375,0.079019015625,0.7229069,0.813438582980362
2004-06-01,0.10191823188333372,0.10611759012529809,0.01551078426676921,0.018053370703125,0.122337,0.92433804,0.813438582980362
